         1365951 function calls (1341936 primitive calls) in 133.986 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:294(StubImageFile)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/_util.py:10(isPath)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/_internal.py:247(__init__)
        8    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:538(formatMessage)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:885(_valid_dtypes)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/_util.py:7(isStringType)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:225(_verbose_message)
        1    0.000    0.000    0.000    0.000 <string>:5(_TagInfo)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:314(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5889(get_collection_ref)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:165(has_distribution_strategy)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:321(getMessage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2500(trainable_variables)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:540(PngImageFile)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1098(custom_getter)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4847(_colocation_stack)
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:206(_MakeTensor)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.5/collections/__init__.py:419(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:1162(_check_saver_def)
       53    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 <string>:16(_make)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:213(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:532(usesTime)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/compat/py3k.py:37(asstr)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:118(getLevelName)
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:1569(TF_NewSessionOptions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/JpegPresets.py:67(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:999(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:308(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:75(get_loss_reduction)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/fractions.py:318(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/compat/py3k.py:42(isfileobj)
       42    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageChops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1183(_fixupParents)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:681(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1090(caching_device)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1070(reuse)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:513(isstring)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/posixpath.py:136(basename)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1074(initializer)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:797(fix_flags)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4744(prevent_feeding)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/copyreg.py:96(_slotnames)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:382(format)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3851(get_all_collection_keys)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:226(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:723(as_default)
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:549(size)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:70(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:1552(AppendingTiffWriter)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:854(ImageFileDirectory_v1)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:947(TiffImageFile)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:101(fixup)
       42    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_grad.py:498(_IdGrad)
       28    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:368(_delegate)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:184(magic)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:563(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:231(dtype_to_descr)
        5    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/compat/py3k.py:32(asbytes)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2097(__repr__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:806(release)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:70(_new__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1239(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:379(usesTime)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/BmpImagePlugin.py:56(BmpImageFile)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2787(register_save)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1078(dtype)
        9    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:97(ChunkStream)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:811(get_filename)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:671(<lambda>)
        8    0.000    0.000    0.000    0.000 {method 'readline' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1466(constraint)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:770(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:53(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5052(default_session)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/copy.py:137(deepcopy)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:84(_new__getattribute__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3854(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2776(register_mime)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:656(create_module)
        5    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSessionOptions}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:712(generate_tokens)
        8    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/GifImagePlugin.py:46(GifImageFile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:310(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:520(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/decorator_utils.py:24(get_qualified_name)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:1224(current_thread)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:62(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:149(<lambda>)
        8    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:695(filter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3790(get_collection_ref)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:89(_noop)
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:65(_tilesort)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:259(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2090(graph)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:561(PyDecoder)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:179(_check_version)
        1    0.000    0.000    0.000    0.000 /home/sujithpk/Desktop/road/src/cnn_model.py:57(initialization_check)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:168(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_NewSessionOptions}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:137(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5100(get_default_session)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:74(ImageFile)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:76(_new__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:286(PngStream)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:656(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:211(_acquireLock)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:111(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/JpegImagePlugin.py:300(JpegImageFile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:919(_sanity_check)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/_internal.py:272(get_data)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:434(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImagePalette.py:23(ImagePalette)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/process.py:137(name)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:1222(_call_if_callable)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:586(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PpmImagePlugin.py:48(PpmImageFile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:403(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:630(decorator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:256(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffTags.py:23(TagInfo)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:629(_register_writer)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1315(_AsTensor)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:1074(name)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:45(sate)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:188(iTXt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:675(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2798(register_save_all)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:220(_releaseLock)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/multiprocessing/process.py:35(current_process)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:209(PngInfo)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2986(seed)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:346(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_ops.py:1779(_ensure_xent_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetTarget}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:678(_idat)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/checkpointable/base.py:509(_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/BmpImagePlugin.py:249(DibImageFile)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:163(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:620(_register_loader)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/GimpPaletteFile.py:24(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageFile.py:549(PyCodecState)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1086(append)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:1158(num_towers)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/GimpGradientFile.py:103(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/GimpGradientFile.py:62(GradientFile)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:658(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/copy.py:192(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:52(__del__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribute.py:1069(distribution_strategy)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:762(is_package)
        3    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_registry.py:40(get_registered_ops)


