         1365951 function calls (1341936 primitive calls) in 133.986 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      890    0.004    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3682(_next_id)
      936    0.001    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:794(_tmp_in_graph_mode)
      152    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4973(control_dependencies)
      644    0.002    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:86(<listcomp>)
       60    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/summary_op_util.py:82(summary_scope)
     3218    0.003    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:344(graph)
       17    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:729(get_code)
     1224    0.003    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:30(__init__)
    14902    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
      449    0.002    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:349(name)
    18316    0.004    0.000    0.004    0.000 /usr/lib/python3.5/inspect.py:2434(name)
      429    0.002    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:286(_IsTrainable)
        3    0.000    0.000    0.004    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:338(rank)
        3    0.000    0.000    0.004    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:371(rank_internal)
     1182    0.002    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_util.py:225(CheckInputFromValidContext)
        3    0.000    0.000    0.004    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:2258(sigmoid)
     1013    0.001    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:275(__ne__)
        3    0.000    0.000    0.004    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_ops.py:1719(softmax)
        2    0.000    0.000    0.004    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1476(assign)
      324    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.SetAttr}
      213    0.000    0.000    0.004    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:347(<listcomp>)
      890    0.001    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4845(<dictcomp>)
     2914    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteBuffer}
       24    0.000    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1165(internal_convert_n_to_tensor)
        3    0.000    0.000    0.003    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:7120(softmax)
       13    0.000    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/adam.py:111(_get_beta_accumulators)
     1146    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:112(peek_objs)
     2143    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:138(pop)
     1092    0.002    0.000    0.003    0.000 /usr/lib/python3/dist-packages/six.py:580(iteritems)
     3249    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_oper_set}
        5    0.000    0.000    0.003    0.001 /usr/lib/python3.5/sre_compile.py:516(_code)
        3    0.000    0.000    0.003    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:7041(sigmoid)
        2    0.000    0.000    0.003    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:825(_run_op)
     1780    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:116(peek_traceable_objs)
     1130    0.002    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:550(<listcomp>)
        2    0.000    0.000    0.003    0.002 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:1640(cast)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/PIL/BmpImagePlugin.py:27(<module>)
     3549    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOpType}
     3249    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.new_TF_Output}
     3313    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0xa3ee00}
       86    0.001    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/nest.py:155(flatten_dict_items)
    190/5    0.001    0.000    0.003    0.001 /usr/lib/python3.5/sre_compile.py:64(_compile)
     3771    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:364(executing_eagerly)
     1664    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3618(_get_operation_by_name_unsafe)
      890    0.002    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4398(_control_dependencies_for_inputs)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/state_ops.py:163(assign_add)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_state_ops.py:78(assign_add)
        2    0.000    0.000    0.003    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:998(truediv)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/adam.py:138(_prepare)
   152/10    0.001    0.000    0.003    0.000 /usr/lib/python3.5/abc.py:194(__subclasscheck__)
        2    0.000    0.000    0.003    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_grad.py:745(_SigmoidGrad)
      324    0.001    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_NewBufferFromString}
    18027    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_stack.py:53(<lambda>)
     4590    0.002    0.000    0.003    0.000 /usr/lib/python3.5/inspect.py:666(<genexpr>)
      152    0.001    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4441(control_dependencies)
      475    0.001    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/errors_impl.py:240(__init__)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:648(_ValidateAndSliceInputs)
     9103    0.003    0.000    0.003    0.000 {method 'partition' of 'str' objects}
     1259    0.001    0.000    0.003    0.000 /usr/lib/python3.5/inspect.py:602(getfile)
       71    0.000    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:2478(prod)
      246    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetOpDef}
        2    0.000    0.000    0.003    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:8596(tile)
     3249    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_Output_index_set}
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2592(initialize_all_variables)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2578(global_variables_initializer)
        2    0.000    0.000    0.003    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:7098(sigmoid_grad)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2544(variables_initializer)
     2920    0.003    0.000    0.003    0.000 {method 'encode' of 'str' objects}
     6713    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:89(_is_ref_dtype)
       17    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:474(_compile_bytecode)
     9847    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:130(as_datatype_enum)
        1    0.000    0.000    0.003    0.003 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:1423(reduce_mean)
    14710    0.003    0.000    0.003    0.000 /usr/lib/python3.5/inspect.py:2438(default)
       37    0.000    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/math_ops.py:1275(_may_reduce_to_scalar)
     7821    0.003    0.000    0.003    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:334(op)
       37    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/common_shapes.py:31(has_fully_defined_shape)
       86    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:308(_uniquify_fetches)
       17    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_ops.py:1439(ZerosLikeOutsideLoop)
     3552    0.002    0.000    0.002    0.000 /usr/lib/python3.5/inspect.py:663(<genexpr>)
     9604    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/index_tricks.py:656(__getitem__)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:1566(zeros_like)
       86    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:360(build_results)
      890    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4432(_record_op_seen_by_control_dependencies)
       29    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/common_shapes.py:36(rank)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_ops.py:1749(log_softmax)
      796    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5585(_assert_same_graph)
     2560    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3900(_name_stack)
     2076    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:79(_IsListValue)
     2115    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.TF_GetBuffer}
     9208    0.002    0.000    0.002    0.000 {method 'isidentifier' of 'str' objects}
       29    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:482(_rank)
      172    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:976(argmax)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:4539(log_softmax)
       16    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:2017(Flatten)
      936    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_inspect.py:240(<listcomp>)
     2760    0.002    0.000    0.002    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:5085(neg)
     2402    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      276    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/platform/tf_logging.py:157(vlog)
       16    0.000    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.Flatten}
       40    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:476(_shape_tuple)
      890    0.002    0.000    0.002    0.000 /usr/lib/python3.5/_collections_abc.py:611(items)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.5/fractions.py:4(<module>)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:9471(zeros_like)
      890    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3259(<listcomp>)
       24    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1609(<listcomp>)
     2504    0.002    0.000    0.002    0.000 /usr/lib/python3.5/inspect.py:63(ismodule)
       40    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:470(_shape_as_list)
       16    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PngImagePlugin.py:685(write)
     5055    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:339(dtype)
       45    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:183(_MakeShape)
     6295    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2232(graph)
     2943    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:110(_validate_group_id)
      116    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:193(GetNumpyAppendFn)
     1905    0.002    0.000    0.002    0.000 /usr/lib/python3.5/inspect.py:158(isfunction)
      106    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:835(_UpdatePendingAndEnqueueReady)
       89    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1337(_update_with_movers)
     2504    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:617(__hash__)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/numpy/lib/npyio.py:280(load)
      475    0.001    0.000    0.002    0.000 {method 'throw' of 'generator' objects}
     4738    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
       74    0.002    0.000    0.002    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1527    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2113(__iter__)
     1583    0.002    0.000    0.002    0.000 /usr/lib/python3.5/_weakrefset.py:70(__contains__)
      241    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5913(get_collection)
      187    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1330(get_variable_scope_store)
     8243    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
      291    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:913(<listcomp>)
       30    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
      106    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:993(_AggregatedGrads)
   297/89    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:283(_FilterInt)
     1130    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:63(_IsListParameter)
     4802    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
      765    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:37(_Attr)
      929    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:202(uid)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python3.5/dist-packages/PIL/ImagePalette.py:19(<module>)
       18    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:879(_find_spec)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:612(read_array)
    93/43    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1936(has_cycle)
      375    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:576(<listcomp>)
     9158    0.002    0.000    0.002    0.000 /usr/lib/python3.5/inspect.py:2446(kind)
      116    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:185(GetFromNumpyDTypeDict)
      410    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:72(copy_metadata)
     4255    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
     4121    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3185(building_function)
      798    0.001    0.000    0.002    0.000 /usr/lib/python3.5/threading.py:252(_is_owned)
     1962    0.002    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:108(<genexpr>)
     1776    0.002    0.000    0.002    0.000 {method 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
     9158    0.002    0.000    0.002    0.000 /usr/lib/python3.5/inspect.py:2442(annotation)
      516    0.001    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:88(is_compatible_with)
      139    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1343(get_variable_scope)
     2654    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
       24    0.000    0.000    0.002    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:2313(__exit__)
     1665    0.001    0.000    0.001    0.000 {built-in method sys.exc_info}
      224    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:880(is_fully_defined)
      475    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/errors_impl.py:40(__init__)
     1813    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2945(_c_graph)
        2    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:480(_read_array_header)
      115    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:77(_get_per_thread_mode)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_math_ops.py:4750(mean)
     4385    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:606(context_switches)
      473    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:464(_Inputs)
      644    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:781(<listcomp>)
      956    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1133(find_spec)
     2762    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2910(_check_not_finalized)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/PIL/TiffTags.py:20(<module>)
       76    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:285(<listcomp>)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1101(_get_spec)
        2    0.000    0.000    0.001    0.001 {method 'permutation' of 'mtrand.RandomState' objects}
       19    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:305(_device_function)
      112    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:873(_SetGrad)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_array_ops.py:8100(stop_gradient)
     1182    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_util.py:139(GetOutputContext)
     9103    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISLNK}
      285    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
     1024    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2730(_name_from_scope_name)
       86    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:578(SaveableObjectsForOp)
      890    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/traceable_stack.py:120(__len__)
      618    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1904(device)
      172    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1024(_feed_fn)
     2388    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4856(_control_dependencies_stack)
      276    0.000    0.000    0.001    0.000 /usr/lib/python3.5/logging/__init__.py:1330(log)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1215(find_spec)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saver.py:493(OpListToDict)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/function_base.py:689(copy)
      172    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/session_ops.py:275(_get_handle_mover)
      120    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:80(_var_key)
        8    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:856(convert)
     1167    0.001    0.000    0.001    0.000 /usr/lib/python3.5/posixpath.py:50(normcase)
       78    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/array_ops.py:928(_get_dtype_from_nested_lists)
       30    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/summary_op_util.py:46(skip_summary)
      152    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4366(__exit__)
      993    0.001    0.000    0.001    0.000 {built-in method builtins.max}
     2717    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2100(outputs)
       54    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:80(__init__)
      969    0.001    0.000    0.001    0.000 /usr/lib/python3.5/inspect.py:80(ismethod)
      981    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:119(__init__)
      172    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      976    0.001    0.000    0.001    0.000 /usr/lib/python3.5/sre_parse.py:247(get)
      152    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4356(__enter__)
      890    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationNumOutputs}
       84    0.000    0.000    0.001    0.000 /usr/lib/python3.5/sre_compile.py:221(_compile_charset)
       12    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:779(frombytes)
        8    0.001    0.000    0.001    0.000 {method 'convert' of 'ImagingCore' objects}
       84    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:940(<listcomp>)
      928    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationOutputType}
      204    0.000    0.000    0.001    0.000 /usr/lib/python3.5/_weakrefset.py:58(__iter__)
      297    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1270(internal_convert_to_tensor_or_indexed_slices)
      113    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetTensorShape_wrapper}
      172    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/session_ops.py:255(_get_handle_feeder)
      960    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
      936    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
     2356    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4780(_device_function_stack)
       35    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:527(<listcomp>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.5/collections/__init__.py:356(namedtuple)
      201    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:792(_TensorConversionFunction)
     2539    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4827(_colocation_stack)
     2548    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:561(value_index)
      929    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_UID}
     2276    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       89    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4894(_session_run_lock)
       43    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:5869(add_to_collections)
  287/106    0.001    0.000    0.001    0.000 /usr/lib/python3.5/sre_parse.py:167(getwidth)
      210    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_util.py:66(IsLoopExit)
      172    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/pywrap_tensorflow_internal.py:1978(IsSequence)
      644    0.001    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:88(<listcomp>)
       37    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:216(from_string)
       84    0.000    0.000    0.001    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:942(<listcomp>)
      219    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetTensorShapeHelper}
     2004    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       93    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationToNodeDef}
       37    0.001    0.000    0.001    0.000 {built-in method builtins.print}
